symbol,mean,stdev,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105
TATAINVEST,1.18,15.98,-97.73,-28.04,-16.25,-10.62,-7.39,-5.14,-3.42,-1.87,-0.45,0.8,2.08,3.34,4.8,6.17,7.99,9.99,12.15,15.32,18.61,24.72,54.33
HDFCAMC,2.26,15.99,-61.06,-27.96,-18.63,-13.82,-9.14,-6.5,-4.13,-2.17,-0.34,1.34,2.98,4.88,6.52,9.25,12.47,15.02,17.14,18.87,21.4,24.91,32.69
TIMKEN,2.36,16.05,-81.23,-23.2,-15.06,-9.37,-5.35,-1.92,0,0,0,0,0,1.43,3.83,5.93,8.03,10.35,12.97,15.62,18.71,23.49,83.25
CANFINHOME,3.65,16.07,-82.37,-20.89,-14.72,-10.27,-6.93,-4.45,-2.14,-0.38,1.08,2.62,4.23,6.16,7.87,9.61,11.66,13.77,15.9,18.51,22.05,26.43,49.71
CDSL,4.72,16.08,-47.79,-19.3,-13.57,-10.71,-8.16,-6.75,-5.56,-3.83,-2.12,0.11,3.23,6.26,8.57,10.7,13.67,17.2,20.24,23.09,27.02,31.44,43.92
MPHASIS,2.84,16.1,-77.12,-24.88,-14.72,-11.03,-8.39,-5.7,-3.59,-1.78,0.25,1.84,3.37,4.84,6.86,8.89,10.93,13.26,15.56,18.35,21.78,27.76,46.12
LUPIN,3.08,16.15,-95.74,-22.08,-15.18,-11.21,-8.45,-5.64,-3.41,-1.69,0.12,1.75,3.43,4.92,6.36,7.93,9.86,11.82,13.86,16.53,20.48,27.51,68.35
DHANUKA,2.5,16.16,-54.56,-23.69,-16.29,-12.04,-9.55,-7.09,-4.82,-3.29,-1.31,0.74,2.59,4.85,6.65,8.27,9.75,11.65,14.08,17.16,22.61,29.96,48.86
TATACOFFEE,2.15,16.19,-101.11,-22.65,-15.64,-11.93,-9.06,-6.7,-4.65,-2.78,-0.99,0.44,1.97,3.48,4.94,7.03,9.19,11.46,14.26,18.36,22.45,28.52,53.54
SWARAJENG,1.92,16.22,-98.77,-22.61,-15.5,-11.46,-8.93,-6.73,-4.7,-2.78,-1.03,0.69,2.19,3.5,5.05,6.64,8.58,10.44,12.85,15.19,19.68,26.83,64.1
PSPPROJECT,1.56,16.37,-96.86,-25.91,-17.95,-12.73,-9.06,-6.43,-3.94,-1.79,0.39,1.73,3.42,5.83,7.75,9.33,11.3,12.84,14.12,16.01,18.95,22.19,35.3
SOLARINDS,3.4,16.38,-98.79,-21.33,-11.9,-8.21,-5.64,-3.75,-2.1,-0.48,1.05,2.68,4.38,5.67,6.96,8.35,9.63,11.44,13.77,16.17,19.38,27.74,57.99
HINDZINC,1.29,16.44,-126.45,-25.57,-15.96,-11.29,-8.04,-5.72,-3.65,-1.99,-0.34,1.1,2.47,4.01,5.65,7.7,9.56,11.57,13.28,15.72,18.77,23.13,47.25
VMART,5.07,16.46,-51.13,-26.17,-17.06,-11.61,-7.86,-5.34,-2.4,0.31,2.64,4.8,6.91,9.04,10.97,12.41,14.41,16.49,18.72,21,23.98,30.18,45.39
ESABINDIA,2.7,16.51,-80.62,-26.82,-16.81,-11.99,-8.31,-5.75,-3.69,-1.78,-0.21,1.38,2.82,4.6,6.51,8.46,10.76,13.86,16.7,20,23.26,27.78,47.92
GSPL,1.47,16.55,-126.31,-23.23,-15.17,-11,-7.48,-5.16,-3.02,-1.34,0.26,1.83,3.43,4.92,6.29,7.8,9.23,10.93,12.84,14.71,17.14,21.3,50.14
SUNTV,-0.15,16.56,-80.45,-28.51,-21.69,-16.86,-13.13,-10.19,-7.51,-4.94,-2.54,-0.27,1.93,3.81,5.92,8,10.14,12.19,13.93,16.03,18.47,22.04,49.46
ALKYLAMINE,5.48,16.63,-72.32,-22.76,-13.68,-9.2,-6.5,-4.2,-1.98,-0.02,1.55,3.24,5.06,6.67,8.82,10.95,13.41,16.32,19.14,22.51,26.59,33.36,49.67
INFY,3.75,16.72,-128.41,-21.88,-14.83,-10.63,-7.33,-4.75,-2.36,-0.22,1.44,2.98,4.65,6.28,7.86,9.44,10.84,12.53,14.93,17.54,22.09,29.89,57.37
AMBER,3.9,16.73,-52.68,-25.66,-16.99,-12.45,-9.35,-6.65,-2.84,-0.87,1.13,2.73,4.76,7.28,9.73,12.26,13.92,15.95,18.08,20.69,24.1,28.23,37.64
HONAUT,3.67,16.82,-94.1,-23.12,-14.48,-9.94,-7.2,-5.05,-2.84,-0.73,1.24,3.09,4.76,6.3,7.84,9.55,11.58,13.87,16.13,19.14,22.79,29.17,51.22
CARBORUNIV,4.31,16.86,-79.05,-22.14,-13.82,-9.57,-6.5,-4,-2.02,-0.11,1.63,3.31,4.93,6.42,7.93,9.53,11.36,13.18,15.14,17.65,20.47,25.44,90.2
COROMANDEL,2.97,17.03,-100.37,-22.71,-14.58,-11,-7.93,-5.52,-3.04,-0.98,0,0.68,2.96,5.15,7.3,9.55,11.75,14.1,16.44,19.17,22.15,26.17,57.91
MUTHOOTFIN,2.97,17.05,-90.76,-27.32,-16.84,-10.79,-7.2,-4.03,-2.09,-0.12,1.68,3.26,4.66,6.43,7.85,9.27,10.88,12.48,14.92,17.82,21.44,28.09,44.23
JAGRAN,-0.57,17.06,-80.51,-36.29,-18.79,-13.38,-10.53,-8.01,-5.87,-3.72,-1.67,0.12,1.89,3.5,4.92,6.56,8.2,10.15,12.44,14.5,17.04,22.14,43.41
BPCL,1.34,17.07,-163.51,-29.32,-19.61,-13.89,-10.16,-7.2,-4.81,-2.69,-0.73,1.21,3.02,4.8,6.54,8.35,10.06,12.11,14.54,17.16,20.63,25.83,64.91
DIVISLAB,4.41,17.13,-74.91,-24.14,-13.77,-9.69,-6.65,-4.33,-1.98,-0.08,1.64,3.55,5.69,7.36,9.01,10.72,12.56,14.32,16.14,18.6,23.11,31.71,52.22
SBIN,1.04,17.14,-93.19,-28.48,-20.48,-16.46,-12.74,-8.48,-5.6,-3.09,-0.85,0.96,2.94,5,6.67,8.52,10.67,12.9,15.45,17.83,20.52,25.23,49.73
ICICIBANK,2.07,17.14,-116.38,-26.68,-15.77,-10.71,-7.35,-4.91,-2.64,-0.59,1.22,3.01,4.47,6.09,7.47,8.93,10.4,11.98,13.86,16.31,19.2,22.75,64.41
BIOCON,1.04,17.16,-474.57,-22.76,-14.77,-10.81,-8,-6.11,-4.12,-2.32,-0.66,0.74,2.09,3.6,5.11,6.85,8.64,10.29,11.97,13.88,16.8,23.16,84.67
KSB,2.2,17.2,-81.49,-28.02,-18.42,-12.93,-9.05,-6.53,-4.36,-2.47,-0.51,1.52,3.32,5.01,6.76,8.62,10.79,13.09,15.49,18.58,22.67,29.21,46.83
LAURUSLABS,4.82,17.24,-46.02,-17.85,-13.39,-9.99,-7.9,-6.16,-4.39,-2.91,-1.38,0.19,2.04,3.63,5.34,7.62,10.41,13.29,16.98,21.73,28.72,36.95,58.87
BAJAJ-AUTO,2.31,17.25,-146.59,-20.52,-13.44,-9.31,-6.61,-4.14,-2.29,-0.48,1.13,2.84,4.42,5.87,7.25,8.59,10.27,11.86,13.62,15.73,18.29,21.99,46.11
TEAMLEASE,3.53,17.28,-81.97,-25.86,-16.79,-11.5,-7.68,-4.26,-1.98,0.05,1.91,4.12,6.39,8.7,10.37,12.05,13.64,15.17,17.4,19.44,21.58,24.69,34.03
SHILPAMED,1.68,17.3,-60.73,-27.48,-21.26,-17.23,-13.16,-9.41,-6.46,-3.89,-1.21,0.91,2.65,4.56,6.38,8.26,10.38,13.15,16.15,18.85,23.12,29.84,56.83
SUDARSCHEM,2.85,17.31,-59.72,-28.92,-19.74,-13.45,-9.64,-6.06,-3.18,-1.16,0,1.42,2.69,4.34,6.3,8.81,11.03,12.92,15.57,19.15,23.86,29.78,63.52
ONGC,0.64,17.32,-106.92,-31.14,-19.22,-13.2,-9.59,-7.08,-5.09,-3.28,-1.59,0.04,1.66,3.38,5.03,6.82,8.74,10.79,13.05,16.04,20.51,26.78,59.29
SHREECEM,4.44,17.32,-94.94,-25.32,-15.36,-10.91,-7.61,-4.65,-2.34,0.05,1.95,4.03,6.02,8.05,9.8,11.79,13.77,15.79,17.82,20.24,22.9,29.53,50.66
RALLIS,2.16,17.37,-82.83,-26.46,-18.49,-14.16,-10.55,-7.61,-5.32,-3.28,-1.09,1.16,3.24,5.27,6.93,8.94,10.78,12.89,15.34,18.57,22.46,27.67,60.04
SUVENPHAR,12.83,17.37,-15.84,-11.69,-5.95,-3.86,-2.18,-0.92,0.6,4.29,5.74,7.52,9.34,11.24,12.81,15.46,20.57,25.2,28.03,32.57,41.28,46.9,55.08
JYOTHYLAB,0.84,17.38,-117.35,-27.41,-18.29,-13.59,-9.91,-7.07,-5.34,-3.38,-1.53,0.04,1.71,3.45,5.32,7.44,9.6,12.01,14.5,17.36,20.45,24.99,42.74
RAMCOCEM,2.57,17.41,-124.63,-25.51,-15.87,-9.8,-6.92,-4.35,-2.24,-0.59,0.79,2.36,4.01,5.78,7.6,9.45,11.1,13.02,15.21,17.86,20.71,24.95,45.09
VRLLOG,-0.06,17.43,-104.76,-30.46,-21.99,-15.54,-10.57,-7.57,-4.93,-2.73,-0.67,1.21,2.91,4.55,5.95,7.54,9.18,10.87,12.47,14.89,18.43,22.51,39.46
EIHOTEL,-0.28,17.43,-144.66,-25.82,-17.42,-13.15,-10.45,-8.12,-6.02,-4.14,-2.21,-0.26,1.26,2.86,4.32,5.79,7.7,9.84,12.35,15.05,18.48,22.76,53.77
UBL,1.77,17.44,-119.2,-25.83,-15.59,-10.79,-7.49,-5.05,-3.32,-1.58,-0.14,1.24,2.77,4.19,5.96,7.87,9.78,11.57,13.86,16.29,19.83,25.75,52.75
CUB,3.16,17.45,-117.28,-22.21,-12.15,-8.36,-5.59,-3.41,-1.77,0.19,1.77,3.53,5.17,6.54,8.03,9.45,10.99,12.61,14.14,16.62,19.39,24.61,55.95
NAUKRI,3.22,17.47,-115.35,-19.68,-12.73,-8.87,-5.9,-3.87,-1.99,-0.06,1.75,3.15,4.57,6.31,7.91,9.81,11.91,13.77,15.47,17.58,20.44,24.86,40.35
MAHEPC,1.61,17.5,-47.47,-25.42,-17.55,-14.2,-10.45,-9.22,-7.94,-6.3,-3.98,-2.18,-0.82,0.88,2.61,6.03,8.3,11.92,16.05,19.12,27.68,34.85,46.3
MINDTREE,2.54,17.53,-62.93,-30.99,-21.64,-15.21,-11.11,-7.28,-4.4,-1.98,0.39,2.52,4.37,6.16,8.13,10.38,13.03,15.19,17.07,19.54,22.2,26.3,58.64
ADVENZYMES,-0.69,17.54,-86.18,-28.44,-19.71,-16.88,-14.39,-12.23,-10.43,-7.88,-5.74,-3.81,-1.31,0.84,3.25,5.64,8.06,10.98,14.24,17.25,22.49,28.29,47.09
HINDPETRO,0.64,17.57,-313.02,-29.92,-21.03,-15.66,-12.29,-9.28,-6.79,-4.17,-1.77,0.23,2.19,3.93,5.98,7.95,9.91,12.22,14.54,17.43,21.07,25.83,75.55
TATAPOWER,0.84,17.57,-101.49,-28.12,-19.03,-14.26,-10.86,-8.03,-5.61,-3.63,-1.76,0.08,2,3.72,5.55,7.52,9.29,11.15,13.56,16.57,20.66,26.85,50.01
INDOCO,1.28,17.59,-110.74,-26.85,-18,-13.38,-9.86,-7.34,-4.94,-2.68,-0.75,0.76,2.33,3.89,5.8,7.67,9.76,11.97,14.51,17.09,20.4,26,50.03
AJANTPHARM,4.01,17.59,-73.11,-26.53,-17.63,-12.65,-8.64,-6.08,-3.86,-1.73,0.38,2.44,4.56,6.46,8.87,11.13,13.4,15.83,18.85,22.42,25.84,31.48,50.07
SYMPHONY,2.34,17.59,-65.61,-28.4,-19.5,-14.15,-10.78,-7.52,-5.46,-3.31,-1.21,0.73,3.02,4.96,7.29,9.64,11.73,13.94,16.03,18.59,21.94,29.26,53
JKPAPER,0.65,17.61,-96.23,-28.2,-19.31,-14.26,-10.92,-8.36,-6.05,-4.07,-2.17,0,1.89,3.58,5.33,6.87,8.75,10.91,13.68,16.42,19.95,28.75,52.87
INDIGO,0.62,17.62,-70.07,-35.36,-23.37,-15.44,-11.85,-7.94,-5.34,-2.67,-0.14,1.73,3.52,5.55,6.96,9.16,10.97,13.11,15.29,17.29,20.41,23.62,31.95
CERA,4.15,17.62,-138.89,-21.74,-15.23,-10.49,-6.67,-3.92,-1.59,0.29,1.94,3.79,5.67,7.48,9.16,10.96,12.73,14.65,16.55,19.34,22.49,28.43,47.08
TATACOMM,0.85,17.66,-98.63,-28.12,-20.47,-16.24,-12.74,-9.75,-6.95,-4.59,-2.41,-0.38,1.47,3.21,5.18,7.21,9.67,12.24,14.41,17.38,21.52,28.54,55.9
BALMLAWRIE,1.84,17.68,-331.05,-25.46,-14.46,-10.44,-7.38,-5.09,-3.26,-1.79,-0.43,1.15,2.84,4.22,5.61,7.31,9.12,10.97,13.14,15.67,19.99,28.75,85.1
ASTRAZEN,2.32,17.71,-129.63,-23.78,-16.39,-12.12,-8.76,-6.44,-4.72,-2.91,-1.47,-0.19,1.23,2.81,4.69,6.86,9.49,13.2,16.8,20.36,24.25,29.66,50.4
BSE,0.54,17.72,-92.72,-26.49,-17.27,-11.58,-9.58,-7.57,-6.07,-4.29,-2.35,-0.53,0.97,2.34,3.52,5.02,6.88,10.01,13.55,17.72,21.87,26.47,43.58
RECLTD,0.78,17.75,-61.39,-29.55,-22,-17.21,-13.47,-10.51,-7.79,-5.01,-2.49,-0.1,2.14,4.33,6.58,8.41,10.46,12.61,15.3,18.4,22.97,28.84,45.38
SUPRAJIT,2.91,17.75,-84.23,-27.71,-15.85,-11.97,-8.79,-6.59,-4.54,-2.2,0.07,2.41,4.4,6.16,8.22,10.16,12.19,14.26,16.56,19.41,23.54,28.96,45.21
AIAENG,1.96,17.77,-153.82,-21.21,-14.23,-11.07,-8.54,-5.95,-4.06,-2.3,-0.52,1.01,2.66,4.27,6.2,8.15,9.87,11.94,14.13,16.79,20.07,24.76,53.13
SEQUENT,-0.38,17.77,-52.14,-29.43,-22.77,-18.66,-16,-13.74,-10.72,-7.94,-5.64,-3.57,-1.23,1.27,4.17,6.7,9.33,12.03,16.28,20.27,24.73,29.86,39.13
TVTODAY,-0.55,17.77,-96.82,-28.57,-21.57,-17.3,-13.61,-10.68,-8.35,-6.33,-3.93,-1.54,0.34,2.19,4.14,6.17,8.32,10.51,12.96,16.4,20.67,28.02,49.04
IPCALAB,2.01,17.78,-87.19,-29.7,-20.08,-14.25,-10.14,-7.4,-4.77,-2.26,-0.28,1.92,3.83,5.66,7.64,9.57,11.7,13.84,16,18.65,21.5,27.59,52.37
GARFIBRES,2.99,17.82,-110.86,-24.11,-14.46,-9,-4.69,-1.46,0,0,0,0,0,1.82,4.02,6.53,8.57,11.23,14.05,17.1,21.21,27.82,88.65
INDHOTEL,1.14,17.83,-109.59,-26.88,-17.08,-12.9,-9.9,-7.56,-5.49,-3.75,-1.83,0.19,2.06,4.08,5.9,8.12,10.35,12.82,15.39,18.16,21.22,24.88,53.29
ELGIEQUIP,2.24,17.83,-139.75,-25.53,-16.6,-11.78,-7.98,-5.41,-2.95,-1.03,0.63,2.13,3.53,5.14,6.69,8.26,10.27,12.03,14.49,17.5,21.43,27.95,53.28
APLAPOLLO,6.04,17.85,-80.88,-24.73,-17.38,-10.6,-6.63,-3.44,-0.73,1.86,3.64,5.62,7.53,10.31,12.73,15.22,17.07,18.99,21.36,23.66,26.3,29.85,40.71
HDFC,2.79,17.88,-428.8,-15.52,-9.9,-6.38,-3.96,-2.06,-0.19,0,0.7,1.78,3.36,4.93,6.28,7.68,9.14,10.56,11.92,13.7,16.36,19.98,82.87
CHAMBLFERT,2.34,17.9,-155.81,-26.53,-17.56,-11.6,-7.77,-5.32,-3.13,-1.26,0.48,2.26,4.12,5.93,7.59,9.01,10.48,12.07,13.98,16.95,21.32,27.94,51.37
ZEEL,0.77,17.91,-136.42,-26.36,-18.78,-14,-10.17,-6.98,-4.6,-2.58,-0.67,0.95,2.57,4.11,6.04,7.85,9.49,11.48,13.46,15.59,18.54,23.44,53.7
PEL,1.56,17.92,-161.07,-28.39,-18.96,-14.24,-10.75,-7.66,-5.17,-2.93,-1.16,0.77,2.65,4.48,6.42,8.57,11.11,13.46,15.78,18.43,22.31,28.24,45.35
KAJARIACER,4.35,17.95,-82.53,-26.34,-18.17,-12.14,-8.3,-5.53,-2.8,-0.35,2.37,4.94,6.76,8.76,10.52,12.18,14.17,16.3,18.72,21.46,24.34,29.12,62.26
WESTLIFE,4.05,17.99,-70.57,-36.94,-14.67,-8.65,-2.36,-0.59,2.13,3.52,5.42,6.99,8.16,9.46,10.79,12.23,13.84,15.33,16.6,18.29,20.47,23.11,28.16
IRCTC,12.1,18,-60.69,-10.31,-4.75,-3.08,-1.56,0,1.62,3.49,5.19,6.58,9.16,12.13,15.43,17.95,20.39,22.72,26.51,32.46,38.4,42.6,56.3
LINDEINDIA,2.91,18.04,-73.18,-28,-18.83,-12.84,-9.77,-7.04,-4.81,-2.68,-0.71,1.17,2.91,4.93,7.08,9.17,11.38,13.66,16.69,20.22,24.59,33.37,66.63
SUPREMEIND,4.68,18.05,-95.52,-28.91,-15.1,-8.46,-5.36,-2.94,-0.86,1.11,3.07,4.67,6.31,7.99,9.7,11.37,13.21,15.13,16.97,19.09,22.31,29.09,62.05
PFC,0.32,18.1,-91.35,-32.34,-24.49,-18.97,-14.36,-10.27,-6.99,-4.06,-1.48,0.92,3.22,5.58,7.57,9.19,10.83,12.33,14.2,16.74,20.15,26.33,45.43
GRSE,4.48,18.12,-80.58,-19.86,-15.41,-12.05,-9.77,-7.08,-4.14,-1.26,1.57,3.41,5.02,7.49,9.56,11.43,13.66,15.73,17.58,22.01,27.07,31.92,49.66
FINPIPE,2.34,18.14,-344.34,-27.3,-16.81,-11.26,-8.16,-5.79,-3.47,-1.62,0.14,1.78,3.69,5.51,7.66,9.83,11.67,13.66,15.9,18.29,21.59,26.66,79.53
SHRIRAMCIT,3.17,18.16,-112.19,-22.83,-14.19,-9.67,-6.5,-4.27,-2.36,-0.45,1.04,2.69,4.21,5.75,7.44,9.38,11.49,13.4,15.43,17.92,22.13,28.09,51.65
MRF,2.61,18.17,-103.39,-25.92,-17.05,-12.37,-8.77,-6.11,-3.87,-1.84,-0.12,1.74,3.28,5,6.79,8.77,11.25,13.55,15.96,19.46,23.77,28.85,53.56
PTC,-0.01,18.18,-98.05,-31.25,-21.75,-16.63,-12.72,-9.38,-6.71,-4.66,-2.62,-0.72,1.11,3.2,5.15,7.71,10.06,12.32,14.47,17.03,20.47,25.41,49.91
GESHIP,1.44,18.19,-157.36,-26.15,-16.92,-12.72,-9.02,-6.32,-4.07,-2.2,-0.72,0.89,2.43,4.13,6.02,7.75,9.6,11.88,14.3,16.98,20.13,26.84,48.43
SOLARA,8.27,18.19,-67.7,-23.85,-9.2,-5.28,-2.39,-0.88,0.54,2.19,3.9,6.55,8.64,10.43,12.17,13.93,16.7,19.54,22.44,27.52,31.49,36.42,54.35
TCNSBRANDS,-0.72,18.19,-82.48,-40.86,-20.89,-16.82,-12.59,-8.02,-4.64,-1.58,0.1,2.02,3.81,5.56,6.68,8.26,9.62,11.11,12.52,14.5,16.66,19.76,29.29
EIDPARRY,2.57,18.27,-112.87,-25.21,-17.96,-13.95,-11.04,-8.38,-5.98,-3.58,-1.32,0.87,2.95,5.18,7.28,9.55,12.09,14.55,17.68,20.55,23.73,30.07,56.13
VTL,2.49,18.28,-93.63,-29.03,-18.63,-13.61,-9.67,-6.78,-3.95,-1.41,0.52,2.02,3.65,5.42,7.13,8.96,10.63,12.86,15.23,18.2,22.27,29.62,65.21
UPL,1.96,18.37,-130.99,-27.04,-15.85,-11.89,-8.8,-6.35,-4.14,-1.99,-0.24,1.7,3.47,5.16,6.95,8.7,10.57,13.04,15.32,17.91,20.95,26.25,52.79
GMMPFAUDLR,7.52,18.45,-81.71,-13.45,-7.03,-3.82,-2.24,-0.1,2.22,4.26,6.28,7.55,8.95,9.89,11.06,12.42,14.13,15.85,18.19,22.95,26.28,34.16,51.65
LAOPALA,4.05,18.51,-122.22,-24.1,-16.8,-12.3,-8.25,-5.67,-3.55,-1.76,0.11,2.15,4.24,6.65,8.97,11.51,13.6,15.91,18.9,22.2,25.94,32.41,47.09
DIXON,7.84,18.59,-40.55,-24.92,-19.04,-13.42,-8.52,-4.62,-2.25,0.61,4.04,6.59,8.62,10.97,14.19,16.9,20.49,23.23,25.92,29.05,32.2,34.75,44.11
ATUL,3.92,18.66,-100.3,-28.71,-16.82,-12.1,-7.76,-4.39,-1.95,0.12,1.92,3.75,5.37,7.1,8.84,10.74,12.88,15.49,18.42,21.39,25,30.02,52.01
ADANIPORTS,0.2,18.75,-119.61,-29.35,-20.16,-14.28,-10.3,-7.03,-4.64,-2.65,-0.85,0.71,2.39,4.2,5.85,7.66,9.43,11.02,12.93,15.38,18.65,24.62,52.47
LUXIND,3.56,18.76,-71.54,-28.96,-17.25,-12.26,-8.55,-6.11,-3.56,-0.89,2.68,5.12,6.89,8.75,10.54,12.14,13.56,14.81,16.17,18.08,21.14,27.65,51.83
CHOLAHLDNG,3.57,18.81,-117.26,-24.84,-16.71,-10.66,-6.97,-4.34,-1.96,0.27,2.18,4.14,5.5,7.08,8.78,10.38,12.34,14.49,16.52,18.86,23.09,30.14,50.78
MAHABANK,-1.83,18.82,-101.74,-36.31,-24.92,-18.81,-13.99,-11.33,-9.12,-7.17,-5.26,-3.07,-0.6,1.55,3.44,5.23,7.66,9.96,12.67,16,19.93,26.67,54.59
GODFRYPHLP,0.54,18.84,-91.99,-33.2,-21.63,-16.29,-11.96,-8.65,-6.39,-4.22,-2.46,-0.78,0.78,2.73,4.83,7.38,9.72,12.13,14.96,18.62,23.2,28.67,61.21
SUNDRMFAST,2.35,18.84,-105.74,-30.64,-19.28,-13.91,-9.94,-6.73,-4.03,-1.98,-0.06,1.75,3.55,5.42,7.55,9.47,11.72,14.4,17.2,20.5,24.06,29.23,57.04
BATAINDIA,2.81,18.86,-112.62,-28.73,-16.22,-11.57,-7.97,-4.86,-2.29,-0.6,1.29,3,4.89,6.82,8.42,10.62,12.51,14.34,16.55,19.1,22.19,27.29,45.15
AXISBANK,2.83,18.87,-144.07,-27.79,-17.99,-12.75,-8.69,-5.58,-2.93,-0.46,1.5,3.22,4.92,6.43,7.92,9.69,11.58,13.6,15.99,19.02,22.2,27.89,62.01
ABB,2.75,18.93,-113.53,-27.65,-18.98,-13.38,-9.83,-7.03,-4.5,-2.17,0.1,2.09,4.03,6.02,8.06,9.82,11.99,14.24,16.56,18.84,21.55,25.51,85.65
TTKPRESTIG,4.23,18.93,-103.36,-28.38,-18.11,-12.47,-7.92,-4.73,-2.18,-0.3,1.53,3.09,4.7,6.5,8.06,9.89,12.72,15.18,18.08,21.81,27.4,35.15,53.04
TRENT,2.98,18.94,-702.21,-23.9,-15.22,-9.87,-7.05,-4.98,-2.97,-0.89,0.91,2.68,4.44,6.25,8.11,9.72,11.59,13.29,15.24,17.36,20.41,24.8,91.17
GRASIM,2.03,18.96,-470.57,-26.55,-17.31,-11.08,-7.62,-5.23,-3.1,-1.25,0.44,2.33,4.23,5.78,7.52,9.34,11.31,12.99,15.25,17.67,20.51,24.68,85.28
SOUTHBANK,0.17,18.97,-123.23,-30.21,-19.8,-15.85,-13,-10.37,-7.52,-5.13,-2.99,-0.8,1.48,3.69,5.41,7.37,9.55,12.01,14.64,18.16,22.69,28.18,52.38
TIINDIA,6.25,18.98,-99.27,-20.56,-13.41,-8.96,-3.85,-0.81,1.3,3.31,4.84,6.77,8.9,10.19,12.16,14.19,16.14,18.47,21.05,23.54,26.12,29.81,38.51
PNCINFRA,2.63,18.99,-130.46,-22.95,-14.33,-10.6,-7.6,-5.12,-2.96,-0.94,0.93,2.85,4.48,5.71,7.48,9.23,11.38,13.4,16.02,18.83,22.8,27.2,37.76
KARURVYSYA,1.12,19,-388.06,-27.52,-19.94,-14.83,-10.56,-7.55,-4.78,-2.71,-0.95,0.8,2.41,4.11,6.12,7.99,10.22,12.62,14.92,17.56,20.7,25.59,85.08
SIEMENS,2.09,19.01,-126.2,-29.56,-18.64,-13.45,-10.2,-6.96,-4.33,-2.12,-0.1,2.02,3.83,5.71,7.65,9.36,11.33,13.62,15.88,18.71,22.65,28.45,60
ENDURANCE,2.49,19.01,-99.64,-32.56,-16.09,-9.35,-6.38,-3.85,-1.66,0.11,2.37,4.31,6.3,7.85,9.52,11.17,12.61,14.36,15.96,17.76,19.96,23.01,35.44
BDL,-1.16,19.14,-94.96,-33.64,-24.18,-17.8,-11.54,-8.42,-6.74,-4.68,-2.61,-0.99,0.58,2.14,3.3,4.99,6.7,8.61,10.41,13.21,16.84,32.24,50.08
NIACL,-4.79,19.28,-108.95,-35.86,-27.36,-23.17,-19.76,-16.49,-13.67,-10.89,-7.7,-5.6,-3.3,-1.36,0.68,3.47,6.41,8.44,10.72,13.83,18.68,23.73,36.56
TATAELXSI,2.86,19.29,-95.78,-31.62,-20.6,-14.47,-10.93,-8.01,-5.06,-2.23,0.3,2.3,4.11,5.89,7.69,9.94,12.54,15.02,17.58,20.92,25.36,32.03,59.11
BLUESTARCO,2.65,19.33,-145.89,-24.29,-15.85,-11.43,-7.94,-5.1,-2.64,-0.8,1.29,3.25,5.16,6.84,8.49,9.98,11.52,13.45,15.61,18.1,21.29,25.06,52.54
NAM-INDIA,0.92,19.33,-87.06,-41.7,-20.52,-13.93,-9.81,-6.04,-3.54,-0.62,1.47,3.57,5.66,7.82,9.06,10.35,11.37,12.51,14.15,15.74,19.53,23.27,38.51
GRANULES,2.09,19.37,-90.09,-30.05,-20.46,-16.55,-12.89,-9.74,-7.21,-4.95,-2.63,-0.7,1.65,4.58,7.81,10.67,13.53,16.18,19.18,22.59,26.51,31.61,49.37
INDIAMART,11.96,19.38,-28.32,-15.65,-11.34,-9.17,-6.32,-3.96,-1.06,1.87,5.11,7.57,10.05,12.64,15.77,18.3,21.43,24.5,32.1,36.88,39.44,44.04,59.03
KSCL,1.53,19.39,-101.12,-29.14,-22.07,-16.88,-12.49,-9.2,-5.89,-3.23,-0.57,2.03,4.55,6.84,8.82,10.68,12.43,14.5,16.6,18.83,22.36,28.72,48.91
AARTIIND,4.48,19.39,-133.89,-22.52,-14.67,-10.71,-7.29,-4.44,-1.8,0.4,2.34,4.13,5.79,7.65,9.51,11.32,13.49,16.13,18.62,21.12,24.71,31.24,50.6
BANKBARODA,0.54,19.44,-94.6,-30.73,-21.37,-16.8,-13.36,-10.57,-7.64,-4.83,-2.4,-0.01,2.23,4.64,6.82,8.89,11.17,13.71,16.02,18.5,22.27,28.67,57.91
MOTHERSUMI,3.55,19.45,-163.77,-25.94,-18.13,-12.47,-8.03,-4.17,-1.68,0.31,2.5,4.34,5.98,7.84,9.43,11.14,12.9,14.81,16.8,19.27,22.32,27.5,64.25
NESCO,0.67,19.45,-156.34,-22.46,-13.69,-10.12,-7.4,-5.42,-3.73,-2.23,-0.59,0.85,2.51,4.05,5.61,7.26,9.4,10.97,12.65,14.63,17.39,22.57,55.49
NAVINFLUOR,3.72,19.51,-100.71,-26.82,-17.24,-12.74,-8.31,-5.19,-2.36,-0.26,1.6,3.29,5.09,7.12,9.4,11.68,13.57,15.69,18.3,20.77,25.01,31.54,60.79
MAHLOG,0.8,19.53,-108.05,-39.68,-18.85,-12.08,-7.7,-5.01,-2.78,-0.43,1.14,2.95,4.66,6.22,7.78,9.16,11.08,13.04,15.2,17.02,18.92,21.58,34.1
POLYCAB,8.07,19.58,-89.91,-37.47,-8.41,-4.5,-1.48,1.39,4.43,6.12,7.78,9.17,11,13.17,15.18,17.73,19.56,21,22.29,23.65,26.23,31.02,37.33
